store_name,location,rating
الماجد للعود,طريق الملك عبدالعزيز، الشاطئ، جدة 23612، المملكة العربية السعودية,4.7
ماجد عطرجي,7118، الملك فهد، مكة 24345، المملكة العربية السعودية,3.1
الماجد للعود,الزهراء، جدة 23425، المملكة العربية السعودية,4.5
الماجد للعود,"حي, 6697 شارع السلام، المرجان، جدة 23713، المملكة العربية السعودية",4.7
Almajed For Oud,طيبة، جدة 23831، المملكة العربية السعودية,4.3
الماجد للعود,أبحر الشمالية، جدة 23815، المملكة العربية السعودية,4.4
الماجد للعود,شهار، الطائف 26513، المملكة العربية السعودية,4.8
Almajed For Oud,Cenomi Jouri Mall، شارع الخمسين، حي الجال، الطائف 26523، المملكة العربية السعودية,4.4
الماجد للعود,"مجمع برج العبيكان, ابو بكر الصديق، شبرا، الطائف 26523، المملكة العربية السعودية",4.1
الماجد للعود,"The Park, طريق المطار، حي الجوهرة، الطائف 26575، المملكة العربية السعودية",4.9
الماجد للعود,3758 خالد بن الوليد، القمرية، الطائف 26523، المملكة العربية السعودية,4.1
الماجد للعود,"Al Hawiyah، 4276، حي سلطانة، 6302, الطائف المملكة العربية السعودية",3.9
عطور ماجد,7CF5+G69، برحة القزاز، سوق البلد، المنطقة المركزية، الطائف 26522، المملكة العربية السعودية,3.0
Almajed For Oud,الصبوح، رابغ 25754، المملكة العربية السعودية,4.4
ماجد للعطور فرع المنار مول,طريق الملك عبدالله، الوبرة، المدينة المنورة 42371، المملكة العربية السعودية,3.6
الماجد للعود,"العباس بن عبادة، st, Hijra Promenade, المدينة المنورة المملكة العربية السعودية",4.3
الماجد للعود,"الشارع العام, رنية 29441، المملكة العربية السعودية",4.9
الماجد للعود,"Malik, King Fahad Rd, بلجرشي 65635، المملكة العربية السعودية",4.0
الماجد للعود,الباحة 65522، المملكة العربية السعودية,4.2
الماجد للعود,طريق الملك فهد، الشروق، الباحة 65715، المملكة العربية السعودية,4.0
الماجد للعود,7066 طريق الامير محمد بن عبدالعزيز، العريض، المدينة المنورة 42314، المملكة العربية السعودية,4.0
الماجد للعود,"النور الغربيه, طريق الملك عبدالله النور مول, المدينة المنورة المملكة العربية السعودية",4.1
الماجد للعود,"الملك عبد العزيز, الجنوبية، القنفذة 28822، المملكة العربية السعودية",4.1
Almajed For Oud,"Al Fahd, 7935, بيشة المملكة العربية السعودية",4.2
الماجد للعود,الإمام الشافعي، الفيصلية، جدة 23447، المملكة العربية السعودية,5.0
الماجد للعود,ذلالة، خميس مشيط 62411، المملكة العربية السعودية,4.1
الماجد للعود,"طريق الملك خالد, حي العزيزية، سبت العلاية 67513، المملكة العربية السعودية",5.0
